event,station,SW_max_amp
20150106143423,DR14,1.89E-10
20150106145455,DR14,3.52E-10
20150106155450,DR14,1.75E-10
20150106170414,DR14,2.99E-10
20150106181726,DR14,1.45E-10
20150106185634,DR14,1.39E-10
20150106191859,DR14,2.66E-10
20150106193337,DR14,6.86E-10
20150106202102,DR14,3.09E-10
20150106232602,DR14,2.41E-10
20150107032234,DR14,1.66E-10
20150107035802,DR14,2.69E-10
20150107050152,DR14,4.71E-10
20150107054540,DR14,4.17E-10
20150107061042,DR14,2.62E-10
20150107080422,DR14,2.66E-10
20150107111652,DR14,3.81E-10
20150107144732,DR14,2.73E-10
20150107164642,DR14,1.88E-09
20150107172753,DR14,6.41E-10
20150107185334,DR14,2.39E-10
20150107192157,DR14,1.83E-10
20150107194119,DR14,1.81E-10
20150107194428,DR14,2.17E-10
20150107203046,DR14,2.18E-10
20150107211148,DR14,1.55E-10
20150107214059,DR14,2.90E-09
20150107214913,DR14,3.77E-10
20150108002125,DR14,1.99E-10
20150108021438,DR14,1.83E-10
20150108024330,DR14,3.23E-10
20150108030429,DR14,1.22E-10
20150108035822,DR14,1.62E-10
20150108041904,DR14,2.36E-10
20150108044100,DR14,2.35E-10
20150108045713,DR14,3.96E-10
20150108045903,DR14,2.75E-10
20150108050234,DR14,1.47E-10
20150108054041,DR14,2.42E-10
20150108061658,DR14,2.76E-10
20150108080136,DR14,1.72E-10
20150108084619,DR14,4.90E-10
20150108092721,DR14,2.33E-10
20150108104949,DR14,1.47E-10
20150108113650,DR14,6.91E-10
20150108135305,DR14,6.73E-10
20150108145019,DR14,3.54E-10
20150108153010,DR14,3.15E-10
20150108161124,DR14,2.40E-10
20150108172418,DR14,1.23E-10
20150108193921,DR14,2.80E-10
20150108212810,DR14,3.04E-10
20150109003530,DR14,1.04E-09
20150109005051,DR14,3.90E-10
20150109054317,DR14,2.33E-10
20150109094107,DR14,4.19E-10
20150109112200,DR14,7.39E-09
20150109115742,DR14,2.72E-10
20150109130041,DR14,1.67E-10
20150109134823,DR14,6.27E-10
20150109145740,DR14,1.94E-10
20150109163235,DR14,3.36E-10
20150109172637,DR14,4.81E-10
20150109173014,DR14,2.15E-10
20150109180456,DR14,1.01E-09
20150109213343,DR14,4.23E-10
20150109222447,DR14,3.63E-10
20150110013752,DR14,3.37E-10
20150110014340,DR14,3.64E-10
20150110015450,DR14,5.35E-10
20150110015454,DR14,5.35E-10
20150110023202,DR14,3.39E-10
20150110034033,DR14,2.31E-09
20150110035616,DR14,1.57E-10
20150110044605,DR14,3.42E-10
20150110051223,DR14,4.98E-10
20150110054718,DR14,1.02E-09
20150110074532,DR14,2.29E-10
20150110113509,DR14,1.47E-09
20150110114413,DR14,8.30E-09
20150110115344,DR14,3.30E-10
20150110121614,DR14,2.14E-10
20150110122818,DR14,6.02E-09
20150110142116,DR14,2.56E-10
20150110144057,DR14,7.19E-10
20150110150417,DR14,1.54E-10
20150110163453,DR14,1.01E-09
20150110170814,DR14,9.01E-10
20150110173630,DR14,3.08E-10
20150110190406,DR14,1.86E-10
20150110202950,DR14,3.58E-10
20150110202954,DR14,1.71E-09
20150110203012,DR14,4.05E-10
20150110225030,DR14,3.26E-10
20150110232332,DR14,4.68E-10
20150110235627,DR14,2.34E-10
20150111013500,DR14,3.39E-10
20150111025019,DR14,3.76E-10
20150111025026,DR14,1.75E-10
20150111043152,DR14,5.36E-10
20150111051737,DR14,1.93E-10
20150111085632,DR14,3.33E-09
20150111102020,DR14,2.25E-10
20150111105720,DR14,4.04E-10
20150111111736,DR14,4.58E-10
20150111142233,DR14,2.08E-10
20150111160102,DR14,2.10E-10
20150111162649,DR14,2.53E-10
20150111190531,DR14,5.59E-10
20150111203450,DR14,1.45E-09
20150111213434,DR14,3.50E-10
20150111214320,DR14,2.10E-10
20150111215026,DR14,3.44E-10
20150111215052,DR14,1.69E-08
20150111215941,DR14,3.82E-08
20150111224425,DR14,6.80E-10
20150111230210,DR14,2.15E-10
20150112003447,DR14,3.08E-10
20150112014303,DR14,5.29E-09
20150112031403,DR14,1.48E-10
20150112040455,DR14,3.26E-10
20150112042441,DR14,1.23E-09
20150112051815,DR14,2.79E-10
20150112055404,DR14,2.31E-10
20150112055739,DR14,1.40E-10
20150112055740,DR14,1.40E-10
20150112075527,DR14,2.10E-10
20150112082741,DR14,1.09E-10
20150112090503,DR14,1.96E-10
20150112095324,DR14,5.24E-10
20150112102346,DR14,1.96E-10
20150112115047,DR14,6.84E-10
20150112143517,DR14,1.43E-10
20150112145041,DR14,6.18E-09
20150112163807,DR14,1.78E-10
20150112165906,DR14,1.93E-09
20150112172947,DR14,1.57E-10
20150112174822,DR14,1.67E-10
20150112221922,DR14,4.80E-10
20150113022200,DR14,4.33E-10
20150113023116,DR14,1.81E-10
20150113081226,DR14,3.00E-10
20150113123102,DR14,6.70E-10
20150113125735,DR14,6.29E-10
20150113150439,DR14,1.81E-09
20150113152439,DR14,1.93E-10
20150113154117,DR14,1.42E-10
20150113162314,DR14,1.49E-10
20150113162437,DR14,7.13E-10
20150113164647,DR14,1.32E-10
20150113190731,DR14,1.25E-10
20150113193309,DR14,4.48E-09
20150113195016,DR14,2.23E-10
20150113200315,DR14,2.19E-10
20150113234754,DR14,5.70E-10
20150114011428,DR14,2.26E-09
20150114014509,DR14,7.15E-10
20150114024714,DR14,6.17E-10
20150114032641,DR14,1.50E-10
20150114033043,DR14,8.17E-10
20150114041112,DR14,2.00E-10
20150114071749,DR14,1.45E-10
20150114073628,DR14,2.02E-10
20150114074303,DR14,2.43E-10
20150114075110,DR14,5.86E-10
20150114084920,DR14,5.58E-10
20150114092346,DR14,3.48E-10
20150114105748,DR14,4.23E-10
20150114110745,DR14,2.58E-10
20150114113926,DR14,1.69E-10
20150114114626,DR14,7.50E-10
20150114135536,DR14,5.20E-10
20150114141148,DR14,1.37E-10
20150114141711,DR14,2.01E-09
20150114175919,DR14,1.95E-10
20150114190235,DR14,2.84E-10
20150114193158,DR14,7.48E-10
20150114194905,DR14,1.76E-10
20150114222743,DR14,1.95E-10
20150115024446,DR14,3.03E-10
20150115062027,DR14,1.64E-10
20150115063714,DR14,3.03E-10
20150115064329,DR14,1.34E-09
20150115065554,DR14,2.54E-10
20150115124313,DR14,2.06E-10
20150115124749,DR14,1.78E-10
20150115125739,DR14,1.83E-10
20150115135311,DR14,2.20E-10
20150115140804,DR14,2.39E-09
20150115141636,DR14,1.22E-10
20150115164320,DR14,1.20E-10
20150115171459,DR14,4.22E-10
20150115182355,DR14,3.30E-10
20150115201657,DR14,1.96E-10
20150115203326,DR14,2.14E-10
20150115222625,DR14,8.01E-10
20150115231723,DR14,4.28E-09
20150116015155,DR14,1.43E-10
20150116020625,DR14,1.06E-09
20150116034923,DR14,2.41E-10
20150116041811,DR14,2.18E-10
20150116043409,DR14,1.80E-10
20150116044009,DR14,7.83E-10
20150116052344,DR14,1.99E-10
20150116053241,DR14,1.08E-08
20150116060603,DR14,2.79E-10
20150116101740,DR14,1.60E-10
20150116103949,DR14,2.18E-10
20150116105603,DR14,1.78E-10
20150116110112,DR14,6.01E-10
20150116112245,DR14,3.13E-09
20150116120557,DR14,2.26E-10
20150116122408,DR14,1.71E-10
20150116135921,DR14,4.96E-10
20150116143908,DR14,3.37E-10
20150116144523,DR14,3.60E-10
20150116161817,DR14,4.86E-10
20150116221341,DR14,1.58E-10
20150116223451,DR14,6.16E-10
20150116230352,DR14,2.95E-10
20150117000330,DR14,2.16E-10
20150117001129,DR14,2.91E-10
20150117073841,DR14,2.11E-10
20150117120204,DR14,2.17E-10
20150117120946,DR14,4.49E-10
20150117123624,DR14,2.25E-09
20150117125652,DR14,3.70E-10
20150117133923,DR14,4.74E-10
20150117140148,DR14,2.54E-10
20150117145615,DR14,4.25E-10
20150117152102,DR14,2.61E-10
20150117160032,DR14,3.47E-10
20150117162415,DR14,3.46E-10
20150117165106,DR14,3.36E-10
20150117170529,DR14,2.92E-10
20150117170553,DR14,4.95E-10
20150117173849,DR14,5.83E-10
20150117205255,DR14,6.86E-10
20150117221623,DR14,9.37E-10
20150118023308,DR14,3.95E-10
20150118034119,DR14,2.56E-10
20150118041048,DR14,1.79E-10
20150118044051,DR14,1.74E-10
20150118050107,DR14,6.12E-10
20150118052723,DR14,3.18E-10
20150118104752,DR14,2.48E-10
20150118110408,DR14,3.50E-10
20150118120846,DR14,1.25E-09
20150118140909,DR14,2.80E-10
20150118141123,DR14,4.30E-10
20150118141925,DR14,5.37E-10
20150118144430,DR14,2.17E-09
20150118151615,DR14,3.84E-10
20150118160454,DR14,1.40E-09
20150118160537,DR14,7.79E-09
20150118171125,DR14,3.65E-10
20150118172006,DR14,3.92E-09
20150118200521,DR14,1.15E-09
20150118224932,DR14,3.46E-09
20150119025335,DR14,3.37E-10
20150119075738,DR14,5.26E-10
20150119085942,DR14,2.40E-09
20150119093512,DR14,2.87E-10
20150119121156,DR14,2.87E-10
20150119135041,DR14,6.83E-10
20150119140802,DR14,5.30E-10
20150119141921,DR14,3.34E-10
20150119152651,DR14,1.19E-09
20150119154516,DR14,5.82E-10
20150119155428,DR14,3.21E-10
20150119155758,DR14,9.04E-10
20150119155825,DR14,2.80E-10
20150119161435,DR14,5.88E-10
20150119170126,DR14,3.49E-10
20150119171818,DR14,2.59E-10
20150119182155,DR14,5.51E-10
20150119231443,DR14,5.97E-09
20150120010416,DR14,2.44E-10
20150120025337,DR14,2.53E-10
20150120034234,DR14,3.02E-10
20150120051531,DR14,1.63E-10
20150120063736,DR14,1.57E-10
20150120084450,DR14,1.33E-10
20150120092705,DR14,3.13E-10
20150120110159,DR14,1.39E-10
20150120113825,DR14,2.70E-10
20150120130711,DR14,1.46E-10
20150120145533,DR14,1.07E-10
20150120151438,DR14,1.29E-10
20150120152518,DR14,2.13E-10
20150120154807,DR14,1.84E-10
20150120160326,DR14,1.50E-10
20150120170932,DR14,8.04E-10
20150120172726,DR14,1.40E-10
20150120185044,DR14,1.08E-09
20150120193546,DR14,1.10E-09
20150120214601,DR14,1.43E-10
20150120215110,DR14,2.11E-10
20150120223032,DR14,2.33E-10
20150121010815,DR14,2.75E-10
20150121024208,DR14,1.83E-10
20150121040804,DR14,1.59E-10
20150121040828,DR14,8.05E-10
20150121043909,DR14,6.24E-10
20150121050537,DR14,3.91E-10
20150121051733,DR14,5.30E-10
20150121051928,DR14,1.99E-10
20150121055905,DR14,2.50E-10
20150121061237,DR14,2.49E-10
20150121100255,DR14,1.45E-10
20150121113142,DR14,1.57E-10
20150121121750,DR14,1.25E-10
20150121133035,DR14,3.39E-09
20150121134333,DR14,1.85E-10
20150121134709,DR14,2.30E-10
20150121134925,DR14,7.92E-10
20150121140413,DR14,1.40E-10
20150121142041,DR14,2.43E-10
20150121143312,DR14,4.50E-10
20150121150214,DR14,1.93E-10
20150121151331,DR14,1.88E-10
20150121151405,DR14,1.41E-10
20150121153746,DR14,4.72E-10
20150121162742,DR14,2.38E-10
20150121163454,DR14,5.44E-10
20150121163940,DR14,2.13E-10
20150121184610,DR14,2.05E-10
20150121185734,DR14,7.59E-10
20150121192027,DR14,1.70E-10
20150121201310,DR14,3.66E-10
20150121201357,DR14,1.45E-10
20150121204755,DR14,3.57E-10
20150121214318,DR14,4.66E-10
20150121225605,DR14,1.55E-10
20150122022445,DR14,5.46E-10
20150122025605,DR14,6.43E-10
20150122061329,DR14,2.44E-10
20150122080337,DR14,1.53E-08
20150122103531,DR14,1.57E-09
20150122114834,DR14,5.16E-10
20150122151056,DR14,4.46E-10
20150122153438,DR14,2.79E-10
20150122163711,DR14,3.18E-10
20150122165907,DR14,1.64E-10
20150122180232,DR14,2.15E-10
20150122185326,DR14,1.47E-10
20150122185441,DR14,7.07E-10
20150122194642,DR14,1.76E-10
20150122194717,DR14,9.40E-10
20150123020847,DR14,3.33E-10
20150123033520,DR14,1.62E-09
20150123035722,DR14,2.85E-10
20150123040242,DR14,2.55E-10
20150123074318,DR14,1.80E-10
20150123103721,DR14,2.93E-10
20150123110445,DR14,1.22E-10
20150123115519,DR14,1.89E-10
20150123134751,DR14,2.25E-10
20150123142125,DR14,1.85E-10
20150123143012,DR14,1.98E-10
20150123154355,DR14,2.34E-10
20150123164417,DR14,2.04E-10
20150123170632,DR14,2.29E-10
20150123175413,DR14,2.03E-09
20150123185341,DR14,1.20E-08
20150123191004,DR14,2.35E-10
20150123194541,DR14,1.63E-10
20150123200508,DR14,1.14E-10
20150123202638,DR14,3.47E-10
20150123203253,DR14,1.77E-10
20150123203822,DR14,3.86E-10
20150123205910,DR14,8.30E-10
20150123210915,DR14,3.35E-10
20150123211006,DR14,7.07E-10
20150123212006,DR14,2.37E-10
20150123214836,DR14,1.62E-10
20150123215946,DR14,1.78E-10
20150123221151,DR14,8.22E-10
20150123224429,DR14,2.08E-09
20150123224509,DR14,2.94E-10
20150124005633,DR14,2.78E-10
20150124024250,DR14,2.18E-08
20150124024254,DR14,1.60E-09
20150124024331,DR14,7.28E-07
20150124025835,DR14,1.56E-09
20150124025843,DR14,2.06E-08
20150124072818,DR14,1.12E-09
20150124103208,DR14,1.90E-10
20150124111816,DR14,2.54E-10
20150124161234,DR14,2.45E-10
20150124195419,DR14,2.83E-10
20150124195957,DR14,8.52E-10
20150124212618,DR14,6.98E-10
20150124224100,DR14,1.08E-09
20150124232202,DR14,4.03E-10
20150125004625,DR14,2.41E-10
20150125034656,DR14,4.59E-10
20150125051737,DR14,1.99E-09
20150125052024,DR14,2.72E-10
20150125052353,DR14,2.35E-10
20150125070147,DR14,6.05E-10
20150125130455,DR14,2.05E-10
20150125135116,DR14,2.16E-09
20150125155316,DR14,1.75E-10
20150125211019,DR14,6.83E-10
20150125212304,DR14,1.48E-10
20150126054710,DR14,5.17E-10
20150126095558,DR14,3.19E-10
20150126113927,DR14,1.03E-09
20150126115757,DR14,1.59E-10
20150126131901,DR14,3.82E-10
20150126151822,DR14,3.07E-09
20150126152643,DR14,1.31E-10
20150126162156,DR14,1.49E-10
20150126235540,DR14,1.49E-10
20150127002527,DR14,2.05E-10
20150127004624,DR14,6.83E-10
20150127011614,DR14,2.38E-10
20150127021144,DR14,7.81E-10
20150127102936,DR14,1.48E-10
20150127110218,DR14,3.51E-09
20150127120441,DR14,1.67E-10
20150127130439,DR14,4.58E-10
20150127153430,DR14,5.10E-10
20150127155514,DR14,2.18E-09
20150127212245,DR14,1.72E-10
20150127213337,DR14,4.08E-10
20150127223219,DR14,3.10E-09
20150128033159,DR14,5.72E-10
20150128055635,DR14,2.46E-10
20150128064203,DR14,3.34E-10
20150128132903,DR14,2.04E-10
20150128134807,DR14,3.14E-10
20150128134930,DR14,3.46E-10
20150128150003,DR14,6.85E-07
20150128150035,DR14,6.82E-07
20150128150147,DR14,7.06E-07
20150128150302,DR14,4.89E-07
20150128150414,DR14,4.25E-07
20150128150451,DR14,3.41E-07
20150128150518,DR14,4.18E-08
20150128150549,DR14,8.47E-09
20150128151904,DR14,9.80E-10
20150128155115,DR14,1.23E-08
20150128163208,DR14,9.33E-10
20150128184345,DR14,1.04E-09
20150128220615,DR14,1.56E-09
20150129010856,DR14,9.45E-10
20150129053619,DR14,1.97E-10
20150129061537,DR14,3.35E-10
20150129090458,DR14,6.30E-10
20150129105024,DR14,2.84E-10
20150129112355,DR14,6.15E-09
20150129112555,DR14,2.06E-10
20150129113150,DR14,5.89E-10
20150129145021,DR14,2.58E-10
20150129145127,DR14,3.15E-10
20150129152716,DR14,7.02E-10
20150129154249,DR14,1.60E-10
20150129154531,DR14,1.16E-09
20150129155045,DR14,7.54E-10
20150129162302,DR14,2.41E-10
20150129162309,DR14,3.37E-10
20150129194529,DR14,3.14E-10
20150129214533,DR14,2.82E-10
20150130013915,DR14,1.82E-10
20150130015646,DR14,1.70E-10
20150130020309,DR14,9.69E-10
20150130025931,DR14,1.62E-10
20150130055931,DR14,4.15E-09
20150130060940,DR14,8.95E-10
20150130072130,DR14,7.02E-10
20150130124451,DR14,2.22E-10
20150130134958,DR14,1.59E-10
20150130143233,DR14,1.64E-10
20150130144509,DR14,1.47E-08
20150130153243,DR14,1.92E-10
20150130153507,DR14,2.68E-10
20150130161044,DR14,1.33E-09
20150130163845,DR14,1.39E-10
20150130164429,DR14,6.31E-10
20150130181132,DR14,3.79E-10
20150130183133,DR14,1.31E-09
20150130183140,DR14,2.58E-09
20150130185624,DR14,1.78E-10
20150131053828,DR14,2.25E-10
20150131064351,DR14,8.38E-10
20150131065553,DR14,2.73E-10
20150131074830,DR14,2.68E-10
20150131104841,DR14,1.64E-10
20150131113836,DR14,1.73E-09
20150131135718,DR14,1.55E-10
20150131144832,DR14,2.17E-10
20150131145248,DR14,1.12E-10
20150131150738,DR14,2.28E-10
20150131151642,DR14,1.52E-10
20150131152156,DR14,3.13E-10
20150131152203,DR14,2.30E-10
20150131153740,DR14,2.21E-10
20150131153904,DR14,3.02E-10
20150131155013,DR14,2.42E-10
20150131155419,DR14,1.48E-10
20150131160329,DR14,2.43E-10
20150131163309,DR14,5.36E-09
20150131164830,DR14,1.34E-09
20150131170619,DR14,4.42E-09
20150131171341,DR14,1.27E-10
20150131183334,DR14,1.54E-10
20150131214037,DR14,1.65E-10
20150131233411,DR14,1.55E-10
20150201003959,DR14,1.63E-10
20150201091525,DR14,1.36E-10
20150201101521,DR14,1.63E-10
20150201125553,DR14,1.41E-10
20150201143521,DR14,9.19E-10
20150201153300,DR14,1.70E-10
20150201154222,DR14,1.45E-10
20150201155352,DR14,9.64E-09
20150201160345,DR14,1.97E-10
20150201163226,DR14,2.59E-10
20150201171618,DR14,3.08E-10
20150201181631,DR14,3.70E-10
20150201182701,DR14,5.61E-10
20150201182842,DR14,2.33E-10
20150201191858,DR14,3.57E-10
20150201201649,DR14,2.77E-10
20150201201700,DR14,4.33E-10
20150201201721,DR14,2.45E-10
20150201203801,DR14,6.32E-10
20150201210947,DR14,4.94E-10
20150201220152,DR14,9.59E-10
20150201223840,DR14,1.63E-10
20150202025840,DR14,2.44E-10
20150202051541,DR14,1.13E-10
20150202054859,DR14,1.88E-10
20150202063405,DR14,4.30E-10
20150202100707,DR14,1.79E-10
20150202102851,DR14,2.36E-10
20150202134513,DR14,1.21E-10
20150202144108,DR14,1.33E-08
20150202144257,DR14,1.81E-10
20150202151054,DR14,4.84E-10
20150202151058,DR14,4.84E-10
20150202155302,DR14,3.16E-10
20150202161649,DR14,3.93E-10
20150202162338,DR14,3.01E-10
20150202163550,DR14,2.19E-10
20150202170737,DR14,1.66E-10
20150202173248,DR14,1.64E-10
20150203022414,DR14,4.85E-10
20150203041305,DR14,1.52E-10
20150203060207,DR14,1.39E-10
20150203061505,DR14,6.88E-10
20150203075529,DR14,4.22E-10
20150203104009,DR14,1.72E-10
20150203121355,DR14,2.43E-10
20150203150623,DR14,2.14E-10
20150203160419,DR14,5.30E-10
20150203162243,DR14,2.21E-10
20150203162248,DR14,2.62E-10
20150203163335,DR14,2.49E-10
20150203163723,DR14,1.92E-10
20150203173140,DR14,2.37E-10
20150203173549,DR14,1.87E-10
20150203174025,DR14,3.51E-10
20150203191318,DR14,1.06E-08
20150203200606,DR14,3.56E-10
20150203224252,DR14,1.87E-09
20150203232650,DR14,3.13E-10
20150203235117,DR14,6.52E-09
20150204043108,DR14,5.14E-10
20150204050015,DR14,3.68E-10
20150204073631,DR14,6.48E-10
20150204074055,DR14,3.28E-10
20150204111127,DR14,1.99E-10
20150204125639,DR14,2.67E-10
20150204143625,DR14,1.84E-10
20150204154629,DR14,1.44E-10
20150204161607,DR14,2.61E-10
20150204210841,DR14,2.06E-10
20150204212811,DR14,2.26E-10
20150205001703,DR14,8.30E-10
20150205001750,DR14,1.97E-10
20150205064433,DR14,3.43E-10
20150205101325,DR14,3.23E-10
20150205125620,DR14,6.30E-10
20150205131008,DR14,3.01E-10
20150205155159,DR14,1.11E-09
20150205161943,DR14,1.34E-09
20150205184326,DR14,9.39E-10
20150205191621,DR14,1.01E-09
20150205191917,DR14,7.57E-10
20150205192946,DR14,8.78E-10
20150205193957,DR14,1.39E-09
20150205194623,DR14,6.23E-09
20150205211052,DR14,1.29E-09
20150205213042,DR14,1.06E-09
20150205214026,DR14,8.56E-10
20150205224037,DR14,1.19E-09
20150206021415,DR14,1.25E-09
20150206060547,DR14,6.38E-10
20150206061359,DR14,1.41E-09
20150206165250,DR14,3.07E-10
20150206195915,DR14,7.25E-10
20150206200904,DR14,3.78E-09
20150206213626,DR14,2.12E-10
20150206225253,DR14,3.14E-09
20150206231357,DR14,4.80E-10
20150207023045,DR14,2.23E-10
20150207053506,DR14,7.02E-10
20150207115932,DR14,2.46E-10
20150207141752,DR14,1.67E-09
20150207144708,DR14,3.28E-10
20150207164849,DR14,4.04E-10
20150207174832,DR14,4.26E-10
20150207175425,DR14,2.65E-10
20150208015458,DR14,6.58E-10
20150208022820,DR14,3.23E-10
20150208023539,DR14,2.91E-10
20150208060247,DR14,5.91E-10
20150208082733,DR14,3.24E-10
20150208083857,DR14,1.91E-09
20150208090755,DR14,1.82E-10
20150208115351,DR14,1.97E-09
20150208122837,DR14,3.35E-10
20150208135145,DR14,2.60E-09
20150208150952,DR14,3.30E-10
20150208161136,DR14,3.89E-10
20150208164619,DR14,1.95E-08
20150208181122,DR14,5.21E-10
20150208181715,DR14,3.17E-10
20150208192719,DR14,1.29E-10
20150208224606,DR14,1.75E-10
20150209034949,DR14,1.13E-09
20150209053107,DR14,2.78E-10
20150209063902,DR14,2.28E-10
20150209064309,DR14,1.66E-10
20150209084748,DR14,2.03E-10
20150209130304,DR14,1.98E-10
20150209133818,DR14,2.45E-10
20150209154729,DR14,2.16E-10
20150209162525,DR14,1.42E-10
20150209200855,DR14,3.64E-10
20150209222300,DR14,2.80E-10
20150210031746,DR14,6.20E-10
20150210041326,DR14,1.51E-10
20150210064852,DR14,1.24E-08
20150210072612,DR14,3.00E-10
20150210091709,DR14,8.98E-10
20150210095642,DR14,2.61E-10
20150210102015,DR14,2.89E-10
20150210123110,DR14,1.74E-10
20150210124102,DR14,4.87E-10
20150210132038,DR14,1.45E-10
20150210143148,DR14,4.40E-10
20150210143409,DR14,1.05E-09
20150210152703,DR14,3.39E-10
20150210184223,DR14,3.15E-09
20150210185203,DR14,4.70E-10
20150210215553,DR14,5.48E-10
20150211044012,DR14,2.13E-10
20150211061459,DR14,6.04E-10
20150211071812,DR14,2.62E-10
20150211131216,DR14,3.38E-10
20150211140353,DR14,3.07E-10
20150211184321,DR14,2.90E-10
20150211221340,DR14,1.36E-09
20150211231841,DR14,3.33E-10
20150212010935,DR14,2.45E-10
20150212040153,DR14,1.94E-10
20150212061246,DR14,4.12E-10
20150212085811,DR14,1.03E-09
20150212095459,DR14,1.55E-10
20150212110624,DR14,2.97E-10
20150212111734,DR14,3.11E-10
20150212113958,DR14,9.13E-10
20150212121139,DR14,4.26E-10
20150212123759,DR14,6.26E-10
20150212130153,DR14,1.86E-10
20150212131337,DR14,2.52E-10
20150212135456,DR14,1.54E-09
20150212135522,DR14,2.48E-10
20150212151357,DR14,3.66E-10
20150212152802,DR14,5.55E-10
20150212155424,DR14,1.89E-10
20150212155600,DR14,2.13E-10
20150212155719,DR14,3.53E-10
20150212161729,DR14,4.17E-10
20150212162440,DR14,2.02E-10
20150212165333,DR14,1.65E-10
20150212165430,DR14,3.82E-10
20150212171609,DR14,7.18E-10
20150212182550,DR14,2.45E-10
20150212183317,DR14,2.83E-10
20150212191451,DR14,1.94E-10
20150212215039,DR14,2.13E-10
20150213021950,DR14,2.86E-10
20150213040141,DR14,1.08E-09
20150213072950,DR14,1.51E-10
20150213133558,DR14,1.25E-08
20150213134723,DR14,4.98E-10
20150213135217,DR14,1.05E-10
20150213180620,DR14,2.73E-10
20150213180624,DR14,1.92E-10
20150213185725,DR14,7.35E-10
20150213204537,DR14,1.10E-10
20150214020406,DR14,5.69E-10
20150214034919,DR14,2.28E-10
20150214060347,DR14,3.52E-10
20150214060759,DR14,2.92E-10
20150214072909,DR14,1.96E-09
20150214084134,DR14,3.15E-09
20150214085043,DR14,4.25E-09
20150214092318,DR14,4.26E-10
20150214113216,DR14,3.87E-10
20150214122353,DR14,2.37E-10
20150214122732,DR14,9.71E-10
20150214123955,DR14,6.99E-10
20150214170005,DR14,4.76E-10
20150214171525,DR14,1.78E-10
20150214180501,DR14,3.66E-10
20150215025122,DR14,2.34E-10
20150215050658,DR14,3.54E-10
20150215065602,DR14,9.42E-10
20150215065801,DR14,1.28E-10
20150215083422,DR14,1.55E-10
20150215085528,DR14,1.67E-10
20150215093512,DR14,4.37E-09
20150215093813,DR14,1.54E-09
20150215102744,DR14,3.24E-10
20150215113729,DR14,1.18E-09
20150215115245,DR14,1.67E-09
20150215162138,DR14,7.12E-10
20150215164826,DR14,3.76E-10
20150215174847,DR14,7.05E-10
20150215183536,DR14,3.30E-10
20150215195416,DR14,4.76E-10
20150215220005,DR14,2.08E-10
20150215221849,DR14,8.46E-10
20150216010917,DR14,5.28E-10
20150216011641,DR14,2.49E-10
20150216044644,DR14,4.43E-10
20150216075926,DR14,5.74E-10
20150216090934,DR14,3.93E-09
20150216091234,DR14,3.69E-10
20150216091738,DR14,5.66E-10
20150216101524,DR14,1.14E-10
20150216102630,DR14,2.12E-10
20150216111600,DR14,2.10E-10
20150216112410,DR14,2.82E-10
20150216120920,DR14,4.67E-10
20150216121620,DR14,1.12E-10
20150216123911,DR14,2.32E-10
20150216124857,DR14,1.65E-10
20150216125408,DR14,3.59E-10
20150216125952,DR14,1.59E-10
20150216130201,DR14,1.27E-10
20150216130414,DR14,8.76E-09
20150216130423,DR14,3.39E-10
20150216130820,DR14,1.52E-10
20150216131451,DR14,3.34E-10
20150216131800,DR14,2.15E-10
20150216132238,DR14,1.80E-10
20150216132404,DR14,6.75E-09
20150216134558,DR14,3.40E-10
20150216135755,DR14,4.57E-10
20150216140509,DR14,1.84E-10
20150216140532,DR14,1.28E-10
20150216140928,DR14,1.19E-08
20150216140946,DR14,2.19E-10
20150216142443,DR14,3.61E-10
20150216142502,DR14,3.62E-10
20150216142753,DR14,6.01E-10
20150216143029,DR14,7.83E-10
20150216143512,DR14,2.09E-10
20150216145347,DR14,2.41E-10
20150216151814,DR14,1.47E-10
20150216152039,DR14,2.73E-09
20150216160231,DR14,2.20E-10
20150216161656,DR14,7.22E-10
20150216165842,DR14,5.27E-10
20150216171327,DR14,1.91E-10
20150216171623,DR14,1.36E-10
20150216174917,DR14,4.74E-10
20150216183918,DR14,1.60E-10
20150216201536,DR14,2.77E-10
20150216201834,DR14,5.97E-10
20150216204624,DR14,1.70E-10
20150216210000,DR14,2.72E-10
20150216221327,DR14,4.59E-10
20150216223645,DR14,8.87E-10
20150217001542,DR14,1.66E-10
20150217015828,DR14,1.37E-10
20150217023340,DR14,3.68E-10
20150217034216,DR14,3.24E-10
20150217050503,DR14,3.35E-10
20150217051625,DR14,2.51E-10
20150217094406,DR14,3.53E-10
20150217120738,DR14,2.16E-09
20150217133133,DR14,1.32E-09
20150217133304,DR14,3.90E-10
20150217134239,DR14,2.27E-09
20150217140556,DR14,3.67E-10
20150217144824,DR14,2.41E-10
20150217200504,DR14,3.40E-08
20150217201612,DR14,1.74E-10
20150217232703,DR14,2.38E-10
20150218002440,DR14,4.74E-09
20150218002445,DR14,1.62E-09
20150218002521,DR14,8.36E-07
20150218002554,DR14,7.49E-07
20150218002706,DR14,8.72E-07
20150218002819,DR14,4.60E-07
20150218002931,DR14,4.21E-07
20150218003005,DR14,3.23E-07
20150218003034,DR14,3.95E-08
20150218003104,DR14,5.61E-09
20150218054624,DR14,2.85E-10
20150218074009,DR14,9.03E-10
20150218080509,DR14,1.86E-10
20150218083248,DR14,1.84E-10
20150218104844,DR14,1.71E-10
